date,method,rolling_12m_return_percent,rolling_12m_volatility_percent,rolling_12m_sharpe_ratio,rolling_12m_maximum_drawdown_percent
2023-04-06,Walk-Forward Portfolio After Costs,8.455426709696257,17.699249370846783,0.4353285976138002,-15.363076762202276
2023-04-07,Walk-Forward Portfolio After Costs,9.325648351123617,17.70151634169765,0.48046051140538204,-15.363076762202276
2023-04-10,Walk-Forward Portfolio After Costs,9.701622243228814,17.686836783904393,0.5001307738388735,-15.363076762202276
2023-04-11,Walk-Forward Portfolio After Costs,10.435471166604637,17.68764674846076,0.5378267256575087,-15.363076762202276
2023-04-12,Walk-Forward Portfolio After Costs,10.84741912822853,17.682431739355945,0.5589993707231827,-15.363076762202276
2023-04-13,Walk-Forward Portfolio After Costs,8.230991685315757,17.63213929020826,0.42456970639501024,-15.363076762202276
2023-04-14,Walk-Forward Portfolio After Costs,8.637818822336406,17.63232088581143,0.4458534170847544,-15.363076762202276
2023-04-17,Walk-Forward Portfolio After Costs,9.068430105877168,17.639762210282342,0.46817409701051965,-15.363076762202276
2023-04-18,Walk-Forward Portfolio After Costs,8.664720762892886,17.635207486769584,0.44721357736181444,-13.826131773964024
2023-04-19,Walk-Forward Portfolio After Costs,9.812061131675165,17.53664846467083,0.5086431433664762,-13.826131773964024
2023-04-20,Walk-Forward Portfolio After Costs,9.303564201846214,17.53409383317937,0.4822101626634842,-13.708041834212425
2023-04-21,Walk-Forward Portfolio After Costs,9.076982779967825,17.56433627875092,0.46986964277831494,-13.708041834212425
2023-04-24,Walk-Forward Portfolio After Costs,7.527738023429409,17.558465142972935,0.388467967237673,-13.708041834212425
2023-04-25,Walk-Forward Portfolio After Costs,7.329801886314624,17.574219987569776,0.3777912732778627,-13.708041834212425
2023-04-26,Walk-Forward Portfolio After Costs,6.681658004797231,17.54855291358891,0.3435623582307859,-13.708041834212425
2023-04-27,Walk-Forward Portfolio After Costs,7.593198295684256,17.555047085728866,0.39198154652981776,-13.708041834212425
2023-04-28,Walk-Forward Portfolio After Costs,6.776052941228694,17.533168819491287,0.34875745579963746,-13.708041834212425
2023-05-04,Walk-Forward Portfolio After Costs,6.840722932248888,17.53221835220493,0.35222149497162814,-13.708041834212425
2023-05-05,Walk-Forward Portfolio After Costs,9.28830526585429,17.361215466337775,0.48446374934855735,-13.708041834212425
2023-05-08,Walk-Forward Portfolio After Costs,14.466317367268156,17.015033817647456,0.7629422869757023,-13.708041834212425
2023-05-09,Walk-Forward Portfolio After Costs,14.829779907730645,17.001080615917395,0.7820869594107737,-13.708041834212425
2023-05-10,Walk-Forward Portfolio After Costs,21.497461468651036,16.037827028297816,1.1709829188746335,-13.708041834212425
2023-05-11,Walk-Forward Portfolio After Costs,22.04826381800702,16.02400469513655,1.2001058372454223,-13.708041834212425
2023-05-12,Walk-Forward Portfolio After Costs,15.880577222960568,15.591978268051104,0.8963001702112156,-13.708041834212425
2023-05-15,Walk-Forward Portfolio After Costs,16.30413134239934,15.607737650458633,0.9189416223473222,-13.708041834212425
2023-05-16,Walk-Forward Portfolio After Costs,12.805920560583717,15.416250355452243,0.7302542747067958,-13.708041834212425
2023-05-17,Walk-Forward Portfolio After Costs,10.890166962990811,15.345291025194813,0.621254166026257,-13.708041834212425
2023-05-18,Walk-Forward Portfolio After Costs,13.033363736204917,15.200907015564324,0.7516843130829987,-13.708041834212425
2023-05-19,Walk-Forward Portfolio After Costs,13.078744494783923,15.199873317556776,0.7543673235840881,-13.708041834212425
2023-05-22,Walk-Forward Portfolio After Costs,12.468594080089668,15.187035045119469,0.7192338839272032,-13.708041834212425
2023-05-23,Walk-Forward Portfolio After Costs,10.623274693757656,15.20411565076837,0.6097370045448399,-13.708041834212425
2023-05-24,Walk-Forward Portfolio After Costs,9.064991856955483,15.268153029807493,0.5148670412047126,-13.708041834212425
2023-05-25,Walk-Forward Portfolio After Costs,7.821165156758414,15.237616028785423,0.4402947458813323,-13.708041834212425
2023-05-26,Walk-Forward Portfolio After Costs,9.191219810746375,15.232437590258009,0.523315743327002,-13.708041834212425
2023-05-29,Walk-Forward Portfolio After Costs,8.643610270143487,15.244348762071777,0.4900320553020173,-13.708041834212425
2023-05-30,Walk-Forward Portfolio After Costs,7.8208743619454735,15.228664692340002,0.44044676820495926,-13.708041834212425
