baostock_code,symbol,stock_name,ipo_date,out_date,security_type,listing_status,industry,industry_classification,industry_update_date,first_hs300_snapshot,last_hs300_snapshot,is_current_hs300_member,source,updated_at
sz.002410,002410.SZ,广联达,2010-05-25,,1,1,I65软件和信息技术服务业,证监会行业分类,2026-09-07,2019-06-30,2024-11-30,0,baostock,2026-09-08T21:06:08
sz.002411,002411.SZ,必康退,2010-05-25,2023-07-12,1,0,Unknown,证监会行业分类,2026-09-07,2019-01-01,2020-05-31,0,baostock,2026-09-08T21:06:08
sz.002414,002414.SZ,高德红外,2010-07-16,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2020-12-31,2023-11-30,0,baostock,2026-09-08T21:06:08
sz.002415,002415.SZ,海康威视,2010-05-28,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.002422,002422.SZ,科伦药业,2010-06-03,,1,1,C27医药制造业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.002450,002450.SZ,康得退,2010-07-16,2021-05-31,1,0,Unknown,证监会行业分类,2026-09-07,2019-01-01,2019-05-31,0,baostock,2026-09-08T21:06:08
sz.002456,002456.SZ,欧菲光,2010-08-03,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2019-01-01,2021-12-31,0,baostock,2026-09-08T21:06:08
sz.002459,002459.SZ,晶澳科技,2010-08-10,,1,1,C38电气机械和器材制造业,证监会行业分类,2026-09-07,2022-01-31,2026-05-31,0,baostock,2026-09-08T21:06:08
sz.002460,002460.SZ,赣锋锂业,2010-08-10,,1,1,C32有色金属冶炼和压延加工业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.002463,002463.SZ,沪电股份,2010-08-18,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2020-06-30,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.002466,002466.SZ,天齐锂业,2010-08-31,,1,1,C32有色金属冶炼和压延加工业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.002468,002468.SZ,申通快递,2010-09-08,,1,1,G60邮政业,证监会行业分类,2026-09-07,2019-01-01,2020-11-30,0,baostock,2026-09-08T21:06:08
sz.002475,002475.SZ,立讯精密,2010-09-15,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.002493,002493.SZ,荣盛石化,2010-11-02,,1,1,C26化学原料和化学制品制造业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.002508,002508.SZ,老板电器,2010-11-23,,1,1,C38电气机械和器材制造业,证监会行业分类,2026-09-07,2019-01-01,2021-12-31,0,baostock,2026-09-08T21:06:08
sz.002532,002532.SZ,天山铝业,2010-12-31,,1,1,C32有色金属冶炼和压延加工业,证监会行业分类,2026-09-07,2026-06-30,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.002555,002555.SZ,三七互娱,2011-03-02,,1,1,I64互联网和相关服务,证监会行业分类,2026-09-07,2019-01-01,2025-05-31,0,baostock,2026-09-08T21:06:08
sz.002558,002558.SZ,巨人网络,2011-03-02,,1,1,I64互联网和相关服务,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.002568,002568.SZ,百润股份,2011-03-25,,1,1,C15酒、饮料和精制茶制造业,证监会行业分类,2026-09-07,2022-01-31,2023-02-28,0,baostock,2026-09-08T21:06:08
sz.002572,002572.SZ,索菲亚,2011-04-12,,1,1,C21家具制造业,证监会行业分类,2026-09-07,2019-01-01,2019-05-31,0,baostock,2026-09-08T21:06:08
sz.002594,002594.SZ,比亚迪,2011-06-30,,1,1,C36汽车制造业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.002600,002600.SZ,领益智造,2011-07-15,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2020-12-31,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.002601,002601.SZ,龙佰集团,2011-07-15,,1,1,C26化学原料和化学制品制造业,证监会行业分类,2026-09-07,2019-01-01,2026-05-31,0,baostock,2026-09-08T21:06:08
sz.002602,002602.SZ,世纪华通,2011-07-28,,1,1,I64互联网和相关服务,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.002603,002603.SZ,以岭药业,2011-07-28,,1,1,C27医药制造业,证监会行业分类,2026-09-07,2023-12-31,2024-11-30,0,baostock,2026-09-08T21:06:08
sz.002607,002607.SZ,中公教育,2011-08-10,,1,1,P83教育,证监会行业分类,2026-09-07,2019-12-31,2023-02-28,0,baostock,2026-09-08T21:06:08
sz.002624,002624.SZ,完美世界,2011-10-28,,1,1,I64互联网和相关服务,证监会行业分类,2026-09-07,2019-01-01,2022-05-31,0,baostock,2026-09-08T21:06:08
sz.002625,002625.SZ,光启技术,2011-11-03,,1,1,C37铁路、船舶、航空航天和其他运输设备制造业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.002648,002648.SZ,卫星化学,2011-12-28,,1,1,C26化学原料和化学制品制造业,证监会行业分类,2026-09-07,2022-06-30,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.002673,002673.SZ,西部证券,2012-05-03,,1,1,J67资本市场服务,证监会行业分类,2026-09-07,2019-01-01,2021-12-31,0,baostock,2026-09-08T21:06:08
sz.002709,002709.SZ,天赐材料,2014-01-23,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2022-01-31,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.002714,002714.SZ,牧原股份,2014-01-28,,1,1,A03畜牧业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.002736,002736.SZ,国信证券,2014-12-29,,1,1,J67资本市场服务,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.002739,002739.SZ,儒意电影,2015-01-22,,1,1,R87广播、电视、电影和录音制作业,证监会行业分类,2026-09-07,2019-06-30,2021-12-31,0,baostock,2026-09-08T21:06:08
sz.002756,002756.SZ,永兴材料,2015-05-15,,1,1,C32有色金属冶炼和压延加工业,证监会行业分类,2026-09-07,2023-03-31,2023-11-30,0,baostock,2026-09-08T21:06:08
sz.002773,002773.SZ,康弘药业,2015-06-26,,1,1,C27医药制造业,证监会行业分类,2026-09-07,2019-01-01,2021-12-31,0,baostock,2026-09-08T21:06:08
sz.002791,002791.SZ,坚朗五金,2016-03-29,,1,1,C33金属制品业,证监会行业分类,2026-09-07,2022-01-31,2023-02-28,0,baostock,2026-09-08T21:06:08
sz.002797,002797.SZ,第一创业,2016-05-11,,1,1,J67资本市场服务,证监会行业分类,2026-09-07,2019-01-01,2019-05-31,0,baostock,2026-09-08T21:06:08
sz.002812,002812.SZ,恩捷股份,2016-09-14,,1,1,C29橡胶和塑料制品业,证监会行业分类,2026-09-07,2020-12-31,2025-05-31,0,baostock,2026-09-08T21:06:08
sz.002821,002821.SZ,凯莱英,2016-11-18,,1,1,C27医药制造业,证监会行业分类,2026-09-07,2020-12-31,2024-11-30,0,baostock,2026-09-08T21:06:08
sz.002837,002837.SZ,英维克,2016-12-29,,1,1,C35专用设备制造业,证监会行业分类,2026-09-07,2026-06-30,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.002841,002841.SZ,视源股份,2017-01-19,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2019-12-31,2024-11-30,0,baostock,2026-09-08T21:06:08
sz.002916,002916.SZ,深南电路,2017-12-13,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2019-12-31,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.002920,002920.SZ,德赛西威,2017-12-26,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2022-06-30,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.002925,002925.SZ,盈趣科技,2018-01-15,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2019-01-01,2019-11-30,0,baostock,2026-09-08T21:06:08
sz.002938,002938.SZ,鹏鼎控股,2018-09-18,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2019-06-30,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.002939,002939.SZ,长城证券,2018-10-26,,1,1,J67资本市场服务,证监会行业分类,2026-09-07,2019-06-30,2021-12-31,0,baostock,2026-09-08T21:06:08
sz.002945,002945.SZ,华林证券,2019-01-17,,1,1,J67资本市场服务,证监会行业分类,2026-09-07,2019-06-30,2021-12-31,0,baostock,2026-09-08T21:06:08
sz.002958,002958.SZ,青农商行,2019-03-26,,1,1,J66货币金融服务,证监会行业分类,2026-09-07,2019-12-31,2021-06-30,0,baostock,2026-09-08T21:06:08
sz.003816,003816.SZ,中国广核,2019-08-26,,1,1,D44电力、热力生产和供应业,证监会行业分类,2026-09-07,2020-06-30,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.300003,300003.SZ,乐普医疗,2009-10-30,,1,1,C35专用设备制造业,证监会行业分类,2026-09-07,2019-01-01,2023-02-28,0,baostock,2026-09-08T21:06:08
sz.300014,300014.SZ,亿纬锂能,2009-10-30,,1,1,C38电气机械和器材制造业,证监会行业分类,2026-09-07,2020-06-30,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.300015,300015.SZ,爱尔眼科,2009-10-30,,1,1,Q84卫生,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.300017,300017.SZ,网宿科技,2009-10-30,,1,1,I65软件和信息技术服务业,证监会行业分类,2026-09-07,2019-01-01,2020-05-31,0,baostock,2026-09-08T21:06:08
sz.300024,300024.SZ,机器人,2009-10-30,,1,1,C34通用设备制造业,证监会行业分类,2026-09-07,2019-01-01,2020-05-31,0,baostock,2026-09-08T21:06:08
sz.300033,300033.SZ,同花顺,2009-12-25,,1,1,J69其他金融业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.300059,300059.SZ,东方财富,2010-03-19,,1,1,J67资本市场服务,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.300070,300070.SZ,碧水源,2010-04-21,,1,1,N77生态保护和环境治理业,证监会行业分类,2026-09-07,2019-01-01,2020-05-31,0,baostock,2026-09-08T21:06:08
sz.300072,300072.SZ,海新能科,2010-04-27,,1,1,C26化学原料和化学制品制造业,证监会行业分类,2026-09-07,2019-01-01,2019-11-30,0,baostock,2026-09-08T21:06:08
sz.300122,300122.SZ,智飞生物,2010-09-28,,1,1,C27医药制造业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.300124,300124.SZ,汇川技术,2010-09-28,,1,1,C38电气机械和器材制造业,证监会行业分类,2026-09-07,2019-01-01,2026-09-08,1,baostock,2026-09-08T21:06:08
sz.300136,300136.SZ,信维通信,2010-11-05,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2019-01-01,2021-12-31,0,baostock,2026-09-08T21:06:08
sz.300142,300142.SZ,沃森生物,2010-11-12,,1,1,C27医药制造业,证监会行业分类,2026-09-07,2019-01-01,2024-11-30,0,baostock,2026-09-08T21:06:08
sz.300144,300144.SZ,宋城演艺,2010-12-09,,1,1,R88文化艺术业,证监会行业分类,2026-09-07,2019-01-01,2022-05-31,0,baostock,2026-09-08T21:06:08
sz.300207,300207.SZ,欣旺达,2011-04-21,,1,1,C38电气机械和器材制造业,证监会行业分类,2026-09-07,2022-06-30,2023-11-30,0,baostock,2026-09-08T21:06:08
sz.300223,300223.SZ,君正股份,2011-05-31,,1,1,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-09-07,2022-06-30,2024-11-30,0,baostock,2026-09-08T21:06:08
