snapshot_date,signal_price_date,baostock_code,symbol,stock_name,industry,close,average_amount_20,trading_age,days_since_last_trade,days_after_resumption,is_st,out_date,eligible,exclusion_reason
2019-01-01,,sh.600332,600332.SS,白云山,C27医药制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600339,600339.SS,中油工程,B11开采专业及辅助性活动,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600340,600340.SS,华夏幸福,K70房地产业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600346,600346.SS,恒力股份,C26化学原料和化学制品制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600352,600352.SS,浙江龙盛,C26化学原料和化学制品制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600362,600362.SS,江西铜业,C32有色金属冶炼和压延加工业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600369,600369.SS,西南证券,J67资本市场服务,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600372,600372.SS,中航电子,C37铁路、船舶、航空航天和其他运输设备制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600383,600383.SS,金地集团,K70房地产业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600390,600390.SS,五矿资本,J69其他金融业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600398,600398.SS,海澜之家,C18纺织服装、服饰业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600406,600406.SS,国电南瑞,I65软件和信息技术服务业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600415,600415.SS,小商品城,L72商务服务业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600436,600436.SS,片仔癀,C27医药制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600438,600438.SS,通威股份,C38电气机械和器材制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600482,600482.SS,中国动力,C37铁路、船舶、航空航天和其他运输设备制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600487,600487.SS,亨通光电,C38电气机械和器材制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600489,600489.SS,中金黄金,B09有色金属矿采选业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600498,600498.SS,烽火通信,C39计算机、通信和其他电子设备制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600516,600516.SS,方大炭素,C30非金属矿物制品业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600518,600518.SS,康美药业,C27医药制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600519,600519.SS,贵州茅台,C15酒、饮料和精制茶制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600522,600522.SS,中天科技,C38电气机械和器材制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600535,600535.SS,天士力,C27医药制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600547,600547.SS,山东黄金,B09有色金属矿采选业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600549,600549.SS,厦门钨业,C32有色金属冶炼和压延加工业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600566,600566.SS,济川药业,C27医药制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600570,600570.SS,恒生电子,I65软件和信息技术服务业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600583,600583.SS,海油工程,B11开采专业及辅助性活动,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600585,600585.SS,海螺水泥,C30非金属矿物制品业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600588,600588.SS,用友网络,I65软件和信息技术服务业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600606,600606.SS,绿地控股,E48土木工程建筑业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600637,600637.SS,东方明珠,I63电信、广播电视和卫星传输服务,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600660,600660.SS,福耀玻璃,C30非金属矿物制品业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600674,600674.SS,川投能源,D44电力、热力生产和供应业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600688,600688.SS,上海石化,C25石油、煤炭及其他燃料加工业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600690,600690.SS,青岛海尔,C38电气机械和器材制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600703,600703.SS,三安光电,C39计算机、通信和其他电子设备制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600704,600704.SS,物产中大,F51批发业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600705,600705.SS,中航资本,Unknown,,,,,,,2025-05-27,0,NO_VALID_PRICE
2019-01-01,,sh.600739,600739.SS,辽宁成大,F51批发业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600741,600741.SS,华域汽车,C36汽车制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600760,600760.SS,中航沈飞,C37铁路、船舶、航空航天和其他运输设备制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600795,600795.SS,国电电力,D44电力、热力生产和供应业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600809,600809.SS,山西汾酒,C15酒、饮料和精制茶制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600816,600816.SS,安信信托,J69其他金融业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600837,600837.SS,海通证券,Unknown,,,,,,,2025-03-04,0,NO_VALID_PRICE
2019-01-01,,sh.600867,600867.SS,通化东宝,C27医药制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600886,600886.SS,国投电力,D44电力、热力生产和供应业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600887,600887.SS,伊利股份,C14食品制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600893,600893.SS,航发动力,C37铁路、船舶、航空航天和其他运输设备制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600900,600900.SS,长江电力,D44电力、热力生产和供应业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600909,600909.SS,华安证券,J67资本市场服务,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600919,600919.SS,江苏银行,J66货币金融服务,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600926,600926.SS,杭州银行,J66货币金融服务,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600958,600958.SS,东方证券,J67资本市场服务,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600977,600977.SS,中国电影,R87广播、电视、电影和录音制作业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600998,600998.SS,九州通,F51批发业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.600999,600999.SS,招商证券,J67资本市场服务,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601006,601006.SS,大秦铁路,G53铁路运输业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601009,601009.SS,南京银行,J66货币金融服务,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601012,601012.SS,隆基股份,C38电气机械和器材制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601018,601018.SS,宁波港,G55水上运输业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601021,601021.SS,春秋航空,G56航空运输业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601066,601066.SS,中信建投,J67资本市场服务,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601088,601088.SS,中国神华,B06煤炭开采和洗选业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601108,601108.SS,财通证券,J67资本市场服务,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601111,601111.SS,中国国航,G56航空运输业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601117,601117.SS,中国化学,E48土木工程建筑业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601138,601138.SS,工业富联,C39计算机、通信和其他电子设备制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601155,601155.SS,新城控股,K70房地产业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601166,601166.SS,兴业银行,J66货币金融服务,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601169,601169.SS,北京银行,J66货币金融服务,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601186,601186.SS,中国铁建,E48土木工程建筑业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601198,601198.SS,东兴证券,J67资本市场服务,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601211,601211.SS,国泰君安,J67资本市场服务,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601212,601212.SS,白银有色,C32有色金属冶炼和压延加工业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601216,601216.SS,君正集团,C26化学原料和化学制品制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601225,601225.SS,陕西煤业,B06煤炭开采和洗选业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601228,601228.SS,广州港,G55水上运输业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601229,601229.SS,上海银行,J66货币金融服务,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601238,601238.SS,广汽集团,C36汽车制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601288,601288.SS,农业银行,J66货币金融服务,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601318,601318.SS,中国平安,J68保险业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601328,601328.SS,交通银行,J66货币金融服务,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601333,601333.SS,广深铁路,G53铁路运输业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601336,601336.SS,新华保险,J68保险业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601360,601360.SS,三六零,I64互联网和相关服务,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601377,601377.SS,兴业证券,J67资本市场服务,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601390,601390.SS,中国中铁,E48土木工程建筑业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601398,601398.SS,工商银行,J66货币金融服务,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601555,601555.SS,东吴证券,J67资本市场服务,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601600,601600.SS,中国铝业,C32有色金属冶炼和压延加工业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601601,601601.SS,中国太保,J68保险业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601607,601607.SS,上海医药,F52零售业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601611,601611.SS,中国核建,E48土木工程建筑业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601618,601618.SS,中国中冶,E48土木工程建筑业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601628,601628.SS,中国人寿,J68保险业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601633,601633.SS,长城汽车,C36汽车制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601668,601668.SS,中国建筑,E48土木工程建筑业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601669,601669.SS,中国电建,E48土木工程建筑业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601688,601688.SS,华泰证券,J67资本市场服务,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601727,601727.SS,上海电气,C34通用设备制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601766,601766.SS,中国中车,C37铁路、船舶、航空航天和其他运输设备制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601788,601788.SS,光大证券,J67资本市场服务,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601800,601800.SS,中国交建,E48土木工程建筑业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601808,601808.SS,中海油服,B11开采专业及辅助性活动,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601818,601818.SS,光大银行,J66货币金融服务,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601828,601828.SS,美凯龙,L72商务服务业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601838,601838.SS,成都银行,J66货币金融服务,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601857,601857.SS,中国石油,B07石油和天然气开采业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601877,601877.SS,正泰电器,C38电气机械和器材制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601878,601878.SS,浙商证券,J67资本市场服务,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601881,601881.SS,中国银河,J67资本市场服务,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601888,601888.SS,中国国旅,L72商务服务业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601898,601898.SS,中煤能源,B06煤炭开采和洗选业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601899,601899.SS,紫金矿业,B09有色金属矿采选业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601901,601901.SS,方正证券,J67资本市场服务,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601919,601919.SS,中远海控,G55水上运输业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601933,601933.SS,永辉超市,F52零售业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601939,601939.SS,建设银行,J66货币金融服务,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601985,601985.SS,中国核电,D44电力、热力生产和供应业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601988,601988.SS,中国银行,J66货币金融服务,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601989,601989.SS,中国重工,Unknown,,,,,,,2025-09-05,0,NO_VALID_PRICE
2019-01-01,,sh.601991,601991.SS,大唐发电,D44电力、热力生产和供应业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601992,601992.SS,金隅集团,C30非金属矿物制品业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601997,601997.SS,贵阳银行,J66货币金融服务,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.601998,601998.SS,中信银行,J66货币金融服务,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.603156,603156.SS,养元饮品,C15酒、饮料和精制茶制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.603160,603160.SS,汇顶科技,C39计算机、通信和其他电子设备制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.603259,603259.SS,药明康德,M73研究和试验发展,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.603260,603260.SS,合盛硅业,C26化学原料和化学制品制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.603288,603288.SS,海天味业,C14食品制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.603799,603799.SS,华友钴业,C32有色金属冶炼和压延加工业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.603833,603833.SS,欧派家居,C21家具制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.603858,603858.SS,步长制药,C27医药制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.603986,603986.SS,兆易创新,C39计算机、通信和其他电子设备制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sh.603993,603993.SS,洛阳钼业,B09有色金属矿采选业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sz.000001,000001.SZ,平安银行,J66货币金融服务,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sz.000002,000002.SZ,万科A,K70房地产业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sz.000063,000063.SZ,中兴通讯,C39计算机、通信和其他电子设备制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sz.000069,000069.SZ,华侨城A,K70房地产业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sz.000100,000100.SZ,TCL集团,C39计算机、通信和其他电子设备制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sz.000157,000157.SZ,中联重科,C35专用设备制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sz.000166,000166.SZ,申万宏源,J67资本市场服务,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sz.000333,000333.SZ,美的集团,C38电气机械和器材制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sz.000338,000338.SZ,潍柴动力,C36汽车制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sz.000402,000402.SZ,金融街,K70房地产业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sz.000408,000408.SZ,藏格控股,C26化学原料和化学制品制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sz.000413,000413.SZ,东旭光电,Unknown,,,,,,,2024-10-11,0,NO_VALID_PRICE
2019-01-01,,sz.000415,000415.SZ,渤海租赁,L71租赁业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sz.000423,000423.SZ,东阿阿胶,C27医药制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sz.000425,000425.SZ,徐工机械,C35专用设备制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sz.000503,000503.SZ,国新健康,I64互联网和相关服务,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sz.000538,000538.SZ,云南白药,C27医药制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sz.000553,000553.SZ,沙隆达A,C26化学原料和化学制品制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sz.000568,000568.SZ,泸州老窖,C15酒、饮料和精制茶制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sz.000625,000625.SZ,长安汽车,C36汽车制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sz.000627,000627.SZ,天茂集团,Unknown,,,,,,,2025-09-30,0,NO_VALID_PRICE
2019-01-01,,sz.000630,000630.SZ,铜陵有色,C32有色金属冶炼和压延加工业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sz.000651,000651.SZ,格力电器,C38电气机械和器材制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sz.000661,000661.SZ,长春高新,C27医药制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sz.000671,000671.SZ,阳光城,Unknown,,,,,,,2023-08-16,0,NO_VALID_PRICE
2019-01-01,,sz.000703,000703.SZ,恒逸石化,C28化学纤维制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sz.000709,000709.SZ,河钢股份,C31黑色金属冶炼和压延加工业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sz.000725,000725.SZ,京东方A,C39计算机、通信和其他电子设备制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sz.000728,000728.SZ,国元证券,J67资本市场服务,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sz.000768,000768.SZ,中航飞机,C37铁路、船舶、航空航天和其他运输设备制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sz.000776,000776.SZ,广发证券,J67资本市场服务,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sz.000783,000783.SZ,长江证券,J67资本市场服务,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sz.000786,000786.SZ,北新建材,C30非金属矿物制品业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sz.000792,000792.SZ,盐湖股份,C26化学原料和化学制品制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sz.000826,000826.SZ,启迪桑德,N78公共设施管理业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sz.000839,000839.SZ,中信国安,I65软件和信息技术服务业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sz.000858,000858.SZ,五粮液,C15酒、饮料和精制茶制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sz.000876,000876.SZ,新希望,C13农副食品加工业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sz.000895,000895.SZ,双汇发展,C13农副食品加工业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sz.000898,000898.SZ,鞍钢股份,C31黑色金属冶炼和压延加工业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sz.000938,000938.SZ,紫光股份,C39计算机、通信和其他电子设备制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sz.000959,000959.SZ,首钢股份,C31黑色金属冶炼和压延加工业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sz.000961,000961.SZ,中南建设,Unknown,,,,,,,2024-07-11,0,NO_VALID_PRICE
2019-01-01,,sz.000963,000963.SZ,华东医药,F52零售业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sz.000983,000983.SZ,西山煤电,B06煤炭开采和洗选业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sz.001965,001965.SZ,招商公路,G54道路运输业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sz.001979,001979.SZ,招商蛇口,K70房地产业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sz.002001,002001.SZ,新和成,C27医药制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sz.002007,002007.SZ,华兰生物,C27医药制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sz.002008,002008.SZ,大族激光,C35专用设备制造业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sz.002024,002024.SZ,苏宁易购,F52零售业,,,,,,,,0,NO_VALID_PRICE
2019-01-01,,sz.002027,002027.SZ,分众传媒,L72商务服务业,,,,,,,,0,NO_VALID_PRICE
