date,trained_return,original_return,benchmark_return,trained_value,original_value,benchmark_value,trained_transaction_cost,original_transaction_cost
2025-06-26,-0.00766045998035081,0.004362232262412214,-0.0035479293511454513,117789.34785212252,94137.89008469506,101412.98932719276,0.0,0.0
2025-06-27,-0.010938311214160536,-0.01307945248664808,-0.006147969256503405,116500.931307603,92906.61802413898,100789.50538659908,0.0,0.0
2025-06-30,0.00041533724873408227,-0.004401340401444065,0.0036514392323132583,116549.31848388725,92497.70437266782,101157.53214077314,0.0,0.0
2025-07-01,-0.0028409593233718047,0.010066413150319,0.0016971025761769454,116218.20661090783,93428.82448033916,101329.20684916896,0.0006000000000000001,0.0006000000000000001
2025-07-02,-0.0007264257361143224,0.006091897752877329,0.00023585803810566297,116133.7827146206,93997.98332624491,101353.1061570992,0.0,0.0
2025-07-03,0.015615225947892443,-0.0013262057605269997,0.006182059775325932,117947.23797189286,93873.32265927973,101979.67711777736,0.0,0.0
2025-07-04,0.004291717293959852,0.010150186057086686,0.003560895490522853,118453.43417287162,94826.15435006836,102342.81609015103,0.0,0.0
2025-07-07,-0.00550305471935244,0.002507941472458697,-0.004274024343313365,117801.5784429231,95063.97279523667,101905.40040281849,0.0,0.0
2025-07-08,0.00399159313846591,-0.0013319048415267878,0.008390544717975512,118271.79441513633,94937.35662961591,102760.44222190153,0.0,0.0
2025-07-09,0.0029385879155322987,-0.0029581814273654805,-0.0017631954667980398,118619.34648095298,94656.514704471,102579.2554760097,0.0,0.0
2025-07-10,0.007113939059789476,0.014479438554682856,0.004665059288237794,119463.19728313053,96027.08789293484,103057.79378454857,0.0,0.0
2025-07-11,0.009184120502115723,0.0013153675766662157,0.0011945174934713254,120560.36168254682,96153.39881083088,103180.89812206279,0.0,0.0
2025-07-14,-0.0060003365024429815,0.0029520377263066336,0.0007123284139254338,119836.9589435953,96437.24727163305,103254.39680756949,0.0,0.0
2025-07-15,-0.001178562032709518,-0.004907398997823087,0.0003460057062381061,119695.723653669,95963.99122101942,103290.12341805908,0.0,0.0
2025-07-16,-0.003718369041233216,-0.005725204266685813,-0.0029509654618161685,119250.6507804672,95414.57776903264,102985.31783130564,0.0,0.0
2025-07-17,0.005491214285899782,-0.002198795800191733,0.006810251396244693,119905.48165763576,95204.78059615701,103686.673735859,0.0,0.0
2025-07-18,0.00835190419393741,0.004726747972105639,0.005963593577376081,120906.92075276826,95654.78959977465,104305.01891740966,0.0,0.0
2025-07-21,0.011684760706229124,-0.003195356574921582,0.006667420203814833,122319.68918949137,95349.13843890428,105000.46430789889,0.0,0.0
2025-07-22,0.012878025301097919,-0.002801987493915403,0.00816275969531266,123894.92524169605,95081.97134544286,105857.55786594051,0.0,0.0
2025-07-23,0.008068308158052241,0.0058868032309389974,0.00019666580919275312,124894.54767776489,95641.70020156326,105878.37642821738,0.0,0.0
2025-07-24,0.005994863038503828,-0.004870306326800635,0.007104770264477089,125643.27338534898,95175.89582396562,106630.61796871568,0.0,0.0
2025-07-25,-0.011853842152500405,-0.007588971128632726,-0.005273480758562155,124153.91785511561,94453.60869841577,106068.30345658406,0.0,0.0
2025-07-28,0.011438967579426841,0.005471181534654157,0.002098214665994025,125574.1104963191,94970.381538208,106290.85752649378,0.0,0.0
2025-07-29,0.0016628898990949325,-0.007530540350865957,0.003917045713073497,125782.92641625126,94255.20324789739,106707.20367430685,0.0,0.0
2025-07-30,-0.010392250615710877,0.009374426679153513,-0.0001878086214859298,124475.75872175605,95138.79173987352,106687.16314148215,0.0,0.0
2025-07-31,-0.032538258818437193,-0.019775614844659884,-0.01822350483548074,120425.53426784622,93257.36363763947,104742.94910808961,0.0,0.0
2025-08-01,-0.00716579307326659,-0.004754189889070681,-0.005069242932792761,119562.58980854526,92814.00042235202,104211.98165356356,0.0006000000000000001,0.0006000000000000001
2025-08-04,0.0006961096285723609,0.006226777363852332,0.00388909791219727,119645.81847852802,93391.93253923049,104617.27225383837,0.0,0.0
2025-08-05,0.007060394454414931,0.008801051918556735,0.008045359405867591,120490.56515180776,94213.87978628259,105458.95580918199,0.0,0.0
2025-08-06,-0.0037509333138569414,-0.0016695093314905486,0.0024442322140785233,120038.6130769744,94056.58883482346,105716.72198623387,0.0,0.0
2025-08-07,-0.0008084945764508249,-0.0021306792208237503,0.0002892785213250981,119941.562509337,93856.18441541154,105747.3035632494,0.0,0.0
2025-08-08,-0.003953767246225292,-0.006277271064777512,-0.0023573475431608593,119467.34148802652,93267.02370473025,105498.0204169987,0.0,0.0
2025-08-11,0.009279687559995376,-0.00018410664944086262,0.004272759572731211,120575.96109065866,93249.85262549265,105948.78809363961,0.0,0.0
2025-08-12,-0.0017903999480474166,0.0013617535983001527,0.005171682715654491,120360.0818961862,93376.83594784638,106496.72160976802,0.0,0.0
2025-08-13,0.005139070358269705,0.005110146989904618,0.007903316348053302,120978.62082537779,93854.00530499208,107338.39889068058,0.0,0.0
2025-08-14,0.0036653240873147034,0.008370609606712476,-0.0007829418974574232,121422.04667833916,94639.6205434265,107254.35916098308,0.0,0.0
2025-08-15,0.0016214319332151339,0.006782013783396491,0.006958514621433487,121618.92426221973,95281.46775440742,108000.69018741725,0.0,0.0
2025-08-18,0.0037478011107473282,0.004950337609287536,0.008818888891341858,122074.72780165757,95753.14318770019,108953.13627436831,0.0,0.0
2025-08-19,-0.0072183083190959785,-0.012644129357737401,-0.0037835544265167886,121193.55477841549,94542.42805882497,108540.90615333454,0.0,0.0
2025-08-20,0.012220616057532042,0.006410041865920535,0.011372383623397653,122674.61468000998,95148.44898078781,109775.27497694147,0.0,0.0
2025-08-21,0.002155779129948088,0.0009597317533865724,0.003902683489282577,122939.07405411155,95239.76596856015,110203.69313012544,0.0,0.0
